,OA,Paycheck Mean Income,Mean Net Disposable Income,Mean Gross Disposable Income,Mean Net Disposable Income Band,"CACI_Essential_Outgoings - Income tax, NI","CACI_Essential_Outgoings - Mortgage, social rent, private rent","CACI_Essential_Outgoings - Council tax, utilities, water, structure insurance, NI domestic rates","CACI_Essential_Outgoings - Food, clothing","CACI_Essential_Outgoings - Childcare, student loans, pension",CACI_Essential_Outgoings - Travel to work,Mean over all households in an OA: Income tax - Income tax,Mean over all households in an OA: Income tax - National Insurance,Mean over all households in an OA: Income tax - Mortgage,Mean over all households in an OA: Income tax - Private rent,Mean over all households in an OA: Income tax - Social rent,Mean over all households in an OA: Income tax - Council tax,Mean over all households in an OA: Income tax - Water bills,"Mean over all households in an OA: Income tax - Gas, electricity, oil",Mean over all households in an OA: Income tax - Structure insurance,Mean over all households in an OA: Income tax - Food costs,Mean over all households in an OA: Income tax - Clothing costs,Mean over all households in an OA: Income tax - Childcare,Mean over all households in an OA: Income tax - Student loan,Mean over all households in an OA: Income tax - Pension,Mean over all households in an OA: Income tax - Travel to work,Mean over relevant households in an OA - Income tax,Mean over relevant households in an OA - National Insurance,Mean over relevant households in an OA - Mortgage,Mean over relevant households in an OA - Private rent,Mean over relevant households in an OA - Social rent,Mean over relevant households in an OA - Council tax,Mean over relevant households in an OA - Water bills,"Mean over relevant households in an OA - Gas, electricity, oil",Mean over relevant households in an OA - Structure insurance,Mean over relevant households in an OA - Food costs,Mean over relevant households in an OA - Clothing costs,Mean over relevant households in an OA - Childcare,Mean over relevant households in an OA - Student loan,Mean over relevant households in an OA - Pension,Mean over relevant households in an OA - Travel to work,Proportion of households paying % - Income tax,Proportion of households paying % - National Insurance,Proportion of households paying % - Mortgage,Proportion of households paying % - Private rent,Proportion of households paying % - Social rent,Proportion of households paying % - Council tax,Proportion of households paying % - Water bills,"Proportion of households paying % - Gas, electricity, oil",Proportion of households paying % - Structure insurance,Proportion of households paying % - Food costs,Proportion of households paying % - Clothing costs,Proportion of households paying % - Childcare,Proportion of households paying % - Student loan,Proportion of households paying % - Pension,Proportion of households paying % - Travel to work
57,E00023472,54.55,12.99,41.75,13.75,12.8,19.395,1.948,4.195,2.625,0.6,8.58,4.222,0.665,18.158,0.578,0.57,0.612,0.47,0.295,2.842,1.352,0.64,0.143,1.842,0.6,8.58,5.045,10.125,31.632,3.698,0.572,0.612,0.47,0.582,2.842,1.352,0.92,1.818,2.21,0.73,100.0,83.25,4.75,56.5,7.75,99.75,100.0,100.0,36.0,100.0,100.0,74.75,5.25,83.0,83.0
58,E00023473,52.76,5.078,40.628,5.5,12.132,26.134,1.826,4.288,2.648,0.66,8.092,4.042,0.292,24.274,1.568,0.678,0.624,0.484,0.04,2.938,1.35,0.672,0.212,1.766,0.66,8.092,4.616,5.228,26.88,2.904,0.678,0.624,0.484,0.378,2.938,1.35,0.756,1.456,2.034,0.808,100.0,81.4,2.4,71.6,21.4,99.8,100.0,100.0,7.0,100.0,100.0,80.2,8.8,81.2,81.2
59,E00023474,48.75,1.525,37.918,2.5,10.832,27.27,1.23,3.842,3.362,0.69,6.7,4.132,0.0,27.27,0.0,0.338,0.442,0.445,0.01,2.682,1.16,0.915,0.62,1.828,0.69,6.7,4.435,0.0,28.03,0.0,0.34,0.442,0.445,0.153,2.682,1.16,1.02,2.118,1.978,0.745,100.0,93.25,0.0,97.25,0.0,99.25,100.0,100.0,2.75,100.0,100.0,89.5,29.5,92.5,92.5
60,E00023475,67.2,29.04,49.355,30.0,17.845,7.557,3.163,5.78,3.375,0.442,13.138,4.705,2.705,4.822,0.03,0.932,0.752,0.618,0.865,3.74,2.04,1.27,0.452,1.652,0.442,13.138,5.585,13.5,27.33,1.828,1.007,0.752,0.618,1.027,3.74,2.04,1.87,2.242,2.365,0.638,100.0,85.0,20.0,13.25,0.5,93.75,100.0,100.0,86.5,100.0,100.0,56.25,16.0,70.75,70.75
61,E00023476,64.038,8.649,47.695,9.423,16.343,27.938,2.148,4.795,3.451,0.712,11.276,5.068,0.727,27.174,0.038,0.772,0.648,0.52,0.211,3.141,1.655,0.996,0.301,2.155,0.712,11.276,5.323,7.269,35.447,0.595,0.779,0.648,0.52,0.764,3.141,1.655,1.094,2.412,2.287,0.755,100.0,95.231,5.462,76.308,0.462,99.154,100.0,100.0,23.154,100.0,100.0,90.923,10.462,94.385,94.385
62,E00023477,43.24,15.71,34.272,14.5,8.968,10.588,1.888,3.882,1.7,0.506,6.12,2.846,0.384,8.456,1.746,0.51,0.584,0.452,0.338,2.75,1.13,0.416,0.106,1.178,0.506,6.12,3.996,9.45,21.64,5.52,0.534,0.584,0.452,0.676,2.75,1.13,0.742,1.484,1.79,0.784,100.0,68.4,3.2,28.2,26.4,96.8,100.0,100.0,45.4,100.0,100.0,58.4,6.6,64.6,64.6
63,E00023478,60.3,15.521,44.72,15.833,15.58,18.486,2.222,4.587,3.239,0.662,10.816,4.764,0.599,17.107,0.779,0.701,0.671,0.503,0.344,3.052,1.537,0.952,0.27,2.017,0.662,10.816,5.034,7.278,33.043,2.574,0.709,0.671,0.503,0.758,3.052,1.537,1.043,2.524,2.156,0.708,100.0,94.444,4.444,51.111,10.111,99.111,100.0,100.0,38.889,100.0,100.0,90.778,8.111,93.556,93.556
64,E00023479,65.45,11.157,48.935,10.833,16.515,25.94,2.46,5.083,3.46,0.83,11.387,5.132,0.648,25.29,0.0,0.837,0.715,0.547,0.367,3.305,1.778,0.968,0.318,2.177,0.83,11.387,5.488,6.75,36.118,0.0,0.85,0.715,0.547,1.252,3.305,1.778,1.093,2.883,2.357,0.898,100.0,93.0,4.833,69.833,0.0,99.0,100.0,100.0,30.333,100.0,100.0,88.833,11.167,92.0,92.0
65,E00023480,61.3,8.98,46.15,10.833,15.15,26.517,1.963,4.42,3.657,0.61,10.13,5.023,0.88,25.333,0.303,0.627,0.633,0.483,0.22,2.927,1.487,1.1,0.387,2.17,0.61,10.13,5.247,9.0,35.33,2.437,0.63,0.633,0.483,0.527,2.927,1.487,1.167,3.033,2.28,0.643,100.0,96.0,6.333,72.667,4.333,99.333,100.0,100.0,23.0,100.0,100.0,94.667,13.333,95.333,95.333
66,E00023481,64.145,21.174,48.2,20.682,15.945,15.825,2.758,5.033,2.926,0.485,11.709,4.236,2.334,12.727,0.765,0.906,0.725,0.535,0.591,3.25,1.781,0.908,0.272,1.749,0.485,11.709,5.414,8.005,27.179,2.461,0.91,0.725,0.535,0.939,3.25,1.781,1.332,1.996,2.359,0.655,100.0,78.182,17.727,37.727,10.182,99.545,100.0,100.0,52.273,100.0,100.0,69.818,8.273,74.727,74.727
67,E00023482,51.3,0.23,39.62,2.5,11.68,29.905,1.47,4.015,3.255,0.745,7.195,4.485,0.0,29.905,0.0,0.495,0.515,0.46,0.0,2.78,1.23,1.07,0.22,1.97,0.745,7.195,4.605,0.0,29.905,0.0,0.5,0.515,0.46,0.0,2.78,1.23,1.11,2.675,2.05,0.775,100.0,97.5,0.0,100.0,0.0,99.0,100.0,100.0,0.0,100.0,100.0,96.5,8.0,96.5,96.5
68,E00023483,36.48,14.456,29.81,14.5,6.67,7.886,1.486,3.742,1.772,0.468,4.42,2.246,1.206,3.442,3.236,0.42,0.48,0.456,0.13,2.758,0.986,0.708,0.034,1.03,0.468,4.42,3.36,8.918,17.19,5.606,0.42,0.48,0.456,0.268,2.758,0.986,1.216,0.678,1.544,0.72,100.0,66.4,11.2,15.4,45.4,100.0,100.0,100.0,39.4,100.0,100.0,55.4,4.2,66.4,66.4
69,E00023484,64.16,14.264,47.716,13.5,16.444,21.718,2.214,4.852,4.084,0.588,11.132,5.314,1.97,19.29,0.454,0.724,0.612,0.522,0.356,3.152,1.7,1.29,0.524,2.272,0.588,11.132,5.526,10.8,34.114,4.442,0.728,0.612,0.522,0.702,3.152,1.7,1.398,3.412,2.38,0.616,100.0,96.2,14.6,58.0,6.2,99.2,100.0,100.0,36.0,100.0,100.0,91.8,16.2,95.4,95.4
70,E00023485,47.1,6.557,37.46,5.833,9.64,21.913,1.597,4.29,2.51,0.59,6.24,3.4,1.0,20.913,0.0,0.517,0.453,0.497,0.137,2.983,1.307,0.853,0.127,1.527,0.59,6.24,4.51,4.5,24.663,0.0,0.517,0.453,0.497,0.407,2.983,1.307,1.13,0.93,2.037,0.773,100.0,80.333,7.333,89.0,0.0,99.333,100.0,100.0,11.0,100.0,100.0,73.667,9.0,79.667,79.667
71,E00023486,63.043,5.726,47.22,6.786,15.821,30.706,2.063,4.939,2.963,0.824,10.844,4.98,0.421,30.284,0.0,0.786,0.639,0.533,0.106,3.237,1.7,0.6,0.224,2.14,0.824,10.844,5.307,3.857,35.587,0.0,0.787,0.639,0.533,0.853,3.237,1.7,0.654,1.564,2.287,0.879,100.0,93.143,3.143,87.571,0.0,99.857,100.0,100.0,12.429,100.0,100.0,91.714,9.714,93.0,93.0
72,E00023487,45.729,8.556,35.501,9.643,10.229,17.083,1.774,4.59,3.0,0.499,6.401,3.827,0.916,15.757,0.411,0.627,0.486,0.53,0.133,3.2,1.39,1.18,0.203,1.617,0.499,6.401,4.05,6.787,24.864,1.637,0.661,0.486,0.53,0.287,3.2,1.39,1.43,1.421,1.8,0.556,100.0,94.857,7.0,67.286,5.571,94.429,100.0,100.0,27.143,100.0,100.0,83.143,12.429,89.0,89.0
73,E00023488,62.89,10.3,47.278,11.548,15.613,26.434,2.263,4.675,3.07,0.535,10.953,4.661,0.52,25.819,0.094,0.829,0.692,0.508,0.232,3.074,1.601,0.778,0.303,1.988,0.535,10.953,5.26,5.79,34.014,1.452,0.836,0.692,0.508,0.484,3.074,1.601,0.95,1.461,2.268,0.614,100.0,84.524,4.0,71.762,1.286,99.333,100.0,100.0,27.0,100.0,100.0,78.762,10.524,83.81,83.81
74,E00023489,48.164,11.71,37.339,11.591,10.825,16.908,2.054,4.224,1.998,0.444,7.577,3.247,0.967,15.843,0.1,0.727,0.55,0.48,0.297,2.897,1.326,0.648,0.139,1.211,0.444,7.579,4.19,5.819,25.461,2.273,0.78,0.55,0.48,0.55,2.897,1.326,0.839,0.915,1.776,0.63,100.0,74.5,7.636,63.409,1.909,93.727,100.0,100.0,34.864,100.0,100.0,54.409,8.636,67.136,67.136
75,E00023490,53.617,7.432,40.857,8.017,12.76,22.67,2.021,4.684,3.418,0.632,8.488,4.272,0.593,21.817,0.26,0.797,0.56,0.522,0.142,3.163,1.52,1.051,0.509,1.857,0.632,8.488,4.656,4.942,27.536,2.077,0.805,0.56,0.522,0.376,3.163,1.52,1.207,1.523,2.041,0.697,99.966,91.431,5.034,74.81,4.931,99.138,100.0,100.0,20.276,100.0,100.0,84.759,19.81,90.431,90.448
76,E00023491,38.927,10.197,31.021,9.833,7.906,12.929,1.511,3.787,2.06,0.537,5.078,2.828,0.417,9.399,3.115,0.54,0.475,0.451,0.042,2.737,1.05,0.704,0.131,1.225,0.537,5.078,3.601,4.771,13.309,5.963,0.561,0.475,0.451,0.235,2.737,1.05,1.043,0.849,1.643,0.737,100.0,76.933,3.467,40.4,46.933,96.6,100.0,100.0,12.6,100.0,100.0,67.4,7.8,73.333,73.333
77,E00023492,51.067,9.182,39.227,9.688,11.839,19.562,1.951,4.598,3.155,0.78,7.476,4.362,0.618,18.48,0.464,0.759,0.536,0.528,0.131,3.189,1.41,0.971,0.393,1.788,0.78,7.476,4.574,6.378,22.278,3.202,0.783,0.536,0.528,0.298,3.189,1.41,1.137,1.661,1.933,0.851,100.0,94.75,4.792,68.375,6.625,93.625,100.0,100.0,25.042,100.0,100.0,80.75,18.0,83.917,83.917
78,E00023493,56.121,5.895,43.313,5.714,12.809,26.336,2.019,5.129,3.277,0.659,8.304,4.504,1.349,24.988,0.0,0.746,0.584,0.574,0.117,3.475,1.652,0.869,0.451,1.955,0.659,8.304,4.849,7.714,31.234,0.0,0.755,0.584,0.574,0.489,3.475,1.652,1.009,2.262,2.131,0.72,100.0,92.643,10.0,80.214,0.0,99.071,100.0,100.0,19.786,100.0,100.0,84.429,19.643,91.786,91.786
79,E00023494,50.775,3.202,40.36,3.75,10.415,25.737,1.982,5.269,3.551,0.619,6.556,3.858,0.285,25.17,0.282,0.759,0.572,0.6,0.052,3.633,1.636,1.382,0.481,1.69,0.619,6.56,4.199,2.971,28.745,0.718,0.781,0.572,0.6,0.329,3.633,1.636,1.751,1.728,1.894,0.704,99.75,91.062,2.25,84.625,6.0,97.562,100.0,100.0,9.438,100.0,100.0,80.438,26.625,88.688,88.688
80,E00023495,66.942,18.288,49.962,19.167,16.98,19.954,2.808,5.12,3.222,0.568,12.104,4.876,1.046,18.808,0.1,0.97,0.737,0.545,0.555,3.294,1.827,0.936,0.258,2.029,0.568,12.104,5.632,8.836,33.376,1.853,0.993,0.737,0.545,1.072,3.294,1.827,1.211,2.268,2.402,0.675,100.0,86.5,7.75,51.417,1.5,98.583,100.0,100.0,47.167,100.0,100.0,76.333,8.833,84.75,84.75
81,E00023496,62.307,8.583,47.029,9.5,15.277,27.045,2.339,5.02,3.456,0.582,10.691,4.587,0.471,26.482,0.093,0.918,0.691,0.555,0.176,3.36,1.66,1.242,0.273,1.943,0.582,10.691,4.933,6.445,34.046,2.083,0.925,0.691,0.555,0.481,3.36,1.66,1.442,1.302,2.129,0.645,100.0,86.867,3.333,79.333,1.133,99.467,100.0,100.0,19.533,100.0,100.0,80.933,9.867,85.333,85.333
82,E00023497,69.424,25.395,52.781,23.81,16.643,15.274,2.982,5.503,3.01,0.618,12.49,4.154,1.35,13.836,0.089,1.121,0.714,0.587,0.56,3.548,1.953,0.757,0.532,1.719,0.618,12.49,5.35,7.867,23.515,1.902,1.138,0.714,0.587,0.89,3.548,1.953,1.019,2.302,2.203,0.786,100.0,70.238,9.905,39.905,1.143,98.857,100.0,100.0,59.0,100.0,100.0,60.0,17.095,67.19,67.19
83,E00023498,66.313,22.223,49.973,21.833,16.341,15.555,2.541,5.24,3.616,0.796,11.213,5.129,1.426,14.069,0.061,0.86,0.693,0.565,0.423,3.419,1.823,0.851,0.555,2.211,0.796,11.213,5.627,7.594,35.119,0.738,0.862,0.693,0.565,0.689,3.419,1.823,1.136,2.049,2.443,0.881,100.0,91.067,10.333,40.267,0.533,99.867,100.0,100.0,59.2,100.0,100.0,73.867,22.2,90.4,90.4
84,E00023499,44.175,8.8,34.833,10.0,9.342,17.067,1.86,4.11,2.507,0.49,6.134,3.207,0.671,15.654,0.743,0.638,0.552,0.48,0.191,2.906,1.204,0.964,0.133,1.41,0.49,6.134,3.779,4.288,22.535,2.221,0.643,0.552,0.48,0.387,2.906,1.204,1.217,0.893,1.682,0.595,100.0,75.5,5.2,59.45,11.65,99.4,100.0,100.0,28.9,100.0,100.0,68.95,6.55,74.7,74.7
85,E00023500,48.593,3.012,38.07,3.929,10.523,25.791,1.706,4.177,2.844,0.54,6.995,3.526,0.159,25.586,0.046,0.661,0.536,0.478,0.031,2.894,1.286,0.955,0.336,1.551,0.54,6.996,3.981,4.914,27.328,1.641,0.666,0.536,0.478,0.214,2.894,1.286,1.082,1.322,1.767,0.616,100.0,74.5,1.357,92.5,0.857,99.429,100.0,100.0,6.714,100.0,100.0,72.5,16.786,73.643,73.643
86,E00023501,49.673,14.282,38.781,14.318,10.892,15.025,2.043,4.881,1.976,0.573,7.305,3.588,0.363,14.661,0.0,0.585,0.603,0.552,0.301,3.345,1.535,0.471,0.345,1.163,0.573,7.305,4.236,7.364,27.485,0.0,0.714,0.603,0.552,0.65,3.345,1.535,0.807,2.035,1.771,0.855,100.0,80.091,2.727,54.727,0.0,80.182,100.0,100.0,45.364,100.0,100.0,37.364,19.636,58.182,58.182
87,E00023502,67.042,25.481,49.55,26.25,17.492,12.147,3.235,5.422,2.761,0.503,12.922,4.57,1.532,10.572,0.043,1.105,0.768,0.575,0.788,3.476,1.947,0.787,0.208,1.764,0.503,12.922,5.463,9.667,31.473,1.039,1.144,0.768,0.575,0.994,3.476,1.947,1.111,2.141,2.308,0.652,100.0,83.833,11.833,28.75,0.833,97.0,100.0,100.0,70.5,100.0,100.0,69.417,8.0,76.583,76.583
88,E00023503,54.933,7.766,42.332,8.5,12.602,23.967,2.277,4.791,2.966,0.567,8.354,4.247,0.631,23.042,0.293,0.95,0.657,0.537,0.135,3.251,1.539,0.937,0.297,1.731,0.567,8.354,4.643,7.076,30.418,4.011,0.98,0.657,0.537,0.464,3.251,1.539,1.128,1.815,1.978,0.655,100.0,85.2,4.733,76.433,3.767,93.033,100.0,100.0,19.8,100.0,100.0,69.9,14.767,78.1,78.1
89,E00023504,39.3,2.468,31.336,3.611,7.964,19.738,1.427,4.308,2.677,0.717,4.809,3.156,0.069,19.577,0.092,0.516,0.391,0.514,0.006,3.117,1.194,1.09,0.186,1.403,0.717,4.811,3.39,1.873,20.279,2.432,0.537,0.391,0.514,0.046,3.117,1.194,1.217,1.166,1.554,0.82,100.0,89.889,0.778,95.667,1.778,97.222,100.0,100.0,2.667,100.0,100.0,85.667,11.889,86.889,86.889
90,E00023505,61.979,10.259,46.807,10.714,15.171,26.101,2.481,4.885,2.503,0.579,10.809,4.361,0.162,25.901,0.038,0.84,0.698,0.524,0.422,3.172,1.712,0.542,0.177,1.784,0.579,10.809,4.789,3.218,32.031,0.721,0.844,0.698,0.524,0.799,3.172,1.712,0.757,1.21,1.979,0.646,100.0,82.643,1.571,74.143,0.786,99.5,100.0,100.0,25.071,100.0,100.0,69.929,6.643,82.071,82.071
91,E00023506,60.773,7.278,46.175,8.409,14.598,27.587,2.38,5.097,3.247,0.585,10.071,4.528,0.57,26.791,0.225,1.01,0.67,0.56,0.142,3.382,1.714,0.891,0.427,1.93,0.585,10.071,5.286,6.174,33.599,3.501,1.027,0.67,0.56,0.35,3.382,1.714,1.168,2.266,2.293,0.699,100.0,84.545,4.045,80.182,2.682,98.818,100.0,100.0,17.182,100.0,100.0,72.455,15.818,83.045,83.045
92,E00023507,37.68,4.357,29.589,4.5,8.089,17.067,1.436,3.72,2.42,0.591,5.174,2.92,0.11,16.917,0.04,0.557,0.382,0.437,0.062,2.634,1.084,0.987,0.157,1.274,0.591,5.174,3.326,2.589,19.735,1.425,0.566,0.382,0.437,0.208,2.634,1.084,1.165,1.076,1.491,0.689,100.0,89.8,1.6,86.4,1.2,97.9,100.0,100.0,12.4,100.0,100.0,82.7,12.6,87.1,87.1
93,E00023508,48.233,4.026,37.068,5.0,11.165,23.727,1.741,4.212,2.856,0.505,7.403,3.763,0.233,23.371,0.122,0.663,0.536,0.477,0.062,2.889,1.323,0.871,0.359,1.625,0.505,7.404,4.165,3.529,26.347,2.215,0.674,0.536,0.477,0.371,2.889,1.323,0.992,1.507,1.792,0.556,100.0,86.667,2.267,87.467,2.067,97.933,100.0,100.0,10.467,100.0,100.0,78.367,17.1,84.367,84.367
94,E00023509,50.376,3.451,38.943,4.559,11.434,24.841,1.898,4.909,3.303,0.542,7.395,4.041,0.159,24.605,0.078,0.744,0.549,0.56,0.042,3.394,1.515,1.284,0.328,1.692,0.542,7.396,4.349,3.078,26.826,1.765,0.779,0.549,0.56,0.199,3.394,1.515,1.437,1.133,1.837,0.595,100.0,91.941,1.471,90.059,1.353,96.059,100.0,100.0,8.647,100.0,100.0,83.824,15.235,86.235,86.235
95,E00023510,50.179,3.51,38.774,4.569,11.405,25.542,1.695,4.267,3.046,0.716,7.281,4.123,0.213,25.244,0.086,0.69,0.491,0.493,0.021,2.985,1.282,0.929,0.33,1.787,0.716,7.281,4.419,5.017,26.888,3.011,0.708,0.491,0.493,0.148,2.985,1.282,1.019,1.287,1.965,0.793,100.0,87.207,1.655,92.828,1.379,98.172,100.0,100.0,5.793,100.0,100.0,82.345,14.793,84.966,84.966
96,E00023511,50.283,5.277,39.105,5.0,11.178,24.135,1.48,4.255,3.228,0.728,7.073,4.105,0.323,23.812,0.0,0.465,0.473,0.488,0.055,2.96,1.298,0.97,0.497,1.765,0.728,7.073,4.478,5.75,27.615,0.0,0.482,0.473,0.488,0.312,2.96,1.298,1.122,2.318,1.993,0.822,100.0,91.833,2.667,86.833,0.0,97.333,100.0,100.0,13.167,100.0,100.0,86.0,20.667,88.5,88.5
97,E00023512,52.3,5.88,40.433,6.786,11.867,24.833,1.766,4.336,2.969,0.649,7.68,4.187,0.334,24.294,0.206,0.68,0.524,0.489,0.076,2.95,1.384,0.661,0.461,1.843,0.649,7.68,4.507,4.986,29.22,1.941,0.683,0.524,0.489,0.199,2.95,1.384,0.771,2.184,2.007,0.706,100.0,93.143,2.714,84.143,2.429,99.714,100.0,100.0,13.429,100.0,100.0,86.286,22.143,91.857,91.857
98,E00023513,39.475,2.695,30.975,2.5,8.5,20.02,1.498,3.632,2.482,0.645,5.335,3.162,0.155,19.808,0.055,0.625,0.428,0.42,0.025,2.548,1.088,0.815,0.298,1.372,0.645,5.337,3.45,3.645,21.287,2.005,0.642,0.428,0.42,0.65,2.548,1.088,0.952,1.568,1.555,0.738,100.0,92.0,2.0,90.5,1.5,97.75,100.0,100.0,8.25,100.0,100.0,85.25,19.25,88.5,88.5
99,E00023514,61.58,12.029,47.674,12.5,13.908,23.898,2.336,5.152,3.593,0.662,9.266,4.641,1.041,22.858,0.0,0.851,0.647,0.562,0.278,3.396,1.759,0.932,0.631,2.032,0.662,9.266,5.289,6.75,33.535,0.0,0.851,0.647,0.562,0.742,3.396,1.759,1.304,2.238,2.308,0.748,100.0,87.6,7.7,67.4,0.0,100.0,100.0,100.0,32.6,100.0,100.0,71.7,23.4,87.6,87.6
100,E00023515,37.783,4.373,29.563,5.0,8.22,17.86,1.247,3.31,2.182,0.59,5.203,3.018,0.112,16.843,0.902,0.423,0.402,0.392,0.027,2.372,0.938,0.675,0.172,1.332,0.59,5.203,3.41,2.653,17.955,3.55,0.432,0.402,0.392,0.292,2.372,0.938,0.803,1.027,1.527,0.68,100.0,88.5,1.333,76.667,14.667,99.0,100.0,100.0,8.667,100.0,100.0,83.667,11.333,87.167,87.167
101,E00023516,60.8,16.27,46.253,16.786,14.547,19.817,2.34,4.714,2.557,0.556,10.487,4.06,1.604,18.211,0.0,0.786,0.694,0.516,0.349,3.119,1.596,0.46,0.399,1.697,0.556,10.487,5.277,11.571,30.354,0.0,0.806,0.694,0.516,0.777,3.119,1.596,0.721,2.889,2.269,0.729,100.0,76.857,11.857,51.429,0.0,97.857,100.0,100.0,48.571,100.0,100.0,62.571,15.286,74.714,74.714
102,E00023517,53.708,8.259,41.596,8.269,12.112,22.528,1.821,4.747,3.562,0.676,7.659,4.455,0.638,21.542,0.348,0.665,0.518,0.538,0.098,3.257,1.49,1.252,0.375,1.938,0.676,7.659,4.785,7.126,28.895,2.227,0.679,0.518,0.538,0.382,3.257,1.49,1.432,1.848,2.124,0.748,100.0,92.692,4.769,73.923,4.846,98.308,100.0,100.0,21.308,100.0,100.0,86.308,17.462,90.846,90.846
103,E00023518,56.743,7.039,43.363,7.5,13.38,25.727,1.834,4.43,3.591,0.743,8.714,4.664,0.207,25.283,0.237,0.667,0.576,0.493,0.097,2.99,1.441,1.063,0.487,2.039,0.743,8.716,4.96,5.534,31.299,3.041,0.673,0.576,0.493,0.396,2.99,1.441,1.171,2.121,2.183,0.799,100.0,94.0,1.571,81.0,3.286,99.429,100.0,100.0,15.714,100.0,100.0,90.286,20.714,93.286,93.286
104,E00023519,51.66,15.794,40.734,15.5,10.926,14.958,1.938,4.778,2.668,0.6,7.168,3.76,1.242,12.566,1.15,0.64,0.564,0.542,0.19,3.286,1.49,0.792,0.298,1.576,0.6,7.168,4.632,9.85,28.466,4.56,0.668,0.564,0.542,0.52,3.286,1.49,1.27,1.99,2.094,0.816,100.0,80.6,10.0,40.8,15.2,95.6,100.0,100.0,44.0,100.0,100.0,64.8,15.2,74.8,74.8
105,E00023520,60.1,11.85,45.333,12.5,14.77,22.627,2.207,4.963,3.019,0.664,10.083,4.689,0.5,22.126,0.0,0.791,0.666,0.549,0.204,3.316,1.646,0.789,0.259,1.974,0.664,10.083,5.124,9.357,33.719,0.0,0.809,0.666,0.549,0.503,3.316,1.646,0.967,2.479,2.223,0.749,100.0,91.857,3.857,65.714,0.0,97.857,100.0,100.0,34.286,100.0,100.0,81.143,10.429,89.143,89.143
106,E00023521,62.457,9.244,47.549,8.929,14.907,26.35,1.993,5.267,3.864,0.833,9.811,5.099,0.637,25.711,0.0,0.716,0.581,0.577,0.117,3.489,1.777,1.124,0.551,2.189,0.833,9.811,5.304,9.643,34.183,0.0,0.729,0.581,0.577,0.463,3.489,1.777,1.246,2.54,2.323,0.881,100.0,96.143,4.714,75.286,0.0,98.143,100.0,100.0,24.714,100.0,100.0,90.286,21.429,94.286,94.286
107,E00023522,62.418,19.513,46.719,18.864,15.699,15.511,2.679,5.278,3.221,0.518,11.103,4.595,1.25,13.452,0.809,0.968,0.702,0.572,0.437,3.459,1.817,1.105,0.237,1.877,0.518,11.103,5.188,7.218,28.85,2.609,1.012,0.702,0.572,0.676,3.459,1.817,1.586,2.298,2.225,0.618,100.0,88.273,9.727,39.909,10.545,96.0,100.0,100.0,49.545,100.0,100.0,72.455,8.545,84.273,84.273
108,E00023523,47.6,4.367,36.534,5.357,11.063,22.87,1.604,4.309,2.709,0.68,7.171,3.893,0.047,22.46,0.36,0.591,0.467,0.497,0.049,3.004,1.301,0.607,0.396,1.707,0.68,7.314,4.21,1.123,25.606,1.716,0.593,0.467,0.497,0.187,3.004,1.301,0.674,1.853,1.857,0.75,95.286,90.714,0.571,85.714,4.857,99.714,100.0,100.0,9.429,100.0,100.0,89.143,22.571,90.143,90.143
109,E00023524,69.225,34.47,50.905,33.75,18.32,4.962,3.12,5.547,2.425,0.38,13.715,4.602,0.678,4.282,0.0,0.905,0.762,0.588,0.86,3.57,1.977,0.515,0.268,1.645,0.38,13.715,5.715,13.5,26.565,0.0,1.027,0.762,0.588,0.975,3.57,1.977,0.902,4.0,2.418,0.55,100.0,80.5,5.0,12.0,0.0,86.25,100.0,100.0,88.0,100.0,100.0,55.25,7.0,66.75,66.75
110,E00023525,69.686,16.894,52.048,16.429,17.638,22.838,2.673,5.428,3.519,0.698,12.656,4.983,1.281,21.421,0.135,0.963,0.733,0.584,0.396,3.537,1.891,0.935,0.499,2.084,0.698,12.656,5.836,7.419,37.326,2.011,0.981,0.733,0.584,0.784,3.537,1.891,1.199,2.677,2.498,0.844,100.0,85.5,9.071,58.286,1.357,98.286,100.0,100.0,40.357,100.0,100.0,76.643,15.571,83.786,83.786
111,E00023526,59.143,8.891,44.386,9.821,14.755,25.264,2.178,4.64,2.756,0.659,10.479,4.277,0.56,24.6,0.103,0.823,0.655,0.51,0.19,3.084,1.556,0.818,0.218,1.72,0.659,10.479,4.681,6.107,32.481,2.626,0.864,0.655,0.51,0.495,3.084,1.556,0.972,1.406,2.002,0.761,100.0,85.214,4.464,76.643,1.5,94.964,100.0,100.0,21.964,100.0,100.0,71.357,8.929,79.679,79.679
112,E00023527,53.729,3.276,41.296,4.541,12.433,27.995,1.922,4.493,3.06,0.549,8.4,4.033,0.196,27.678,0.121,0.742,0.614,0.503,0.063,3.046,1.447,0.887,0.451,1.721,0.549,8.4,4.353,2.744,30.369,1.867,0.758,0.614,0.503,0.21,3.046,1.447,0.985,1.312,1.906,0.608,100.0,86.918,1.714,90.612,1.796,98.265,100.0,100.0,7.633,100.0,100.0,78.51,20.388,84.776,84.776
113,E00023528,54.272,6.253,41.558,6.944,12.714,25.597,2.001,4.389,2.743,0.573,8.717,3.995,0.474,24.785,0.337,0.707,0.641,0.494,0.16,2.988,1.401,0.74,0.281,1.722,0.573,8.717,4.548,2.148,30.624,1.194,0.713,0.641,0.494,0.573,2.988,1.401,0.868,1.215,1.979,0.661,100.0,82.444,3.556,81.611,4.556,99.278,100.0,100.0,13.833,100.0,100.0,73.611,11.444,81.667,81.667
